Avatar,Channel Name,Channel Link,Description,Subscriber Count,Video Link,joined,videos
https://yt3.googleusercontent.com/ytc/AGIKgqPoo62ZkbdDz4Z0MPaaCWAUqY8_MObU7flsljNGIg=s176-c-k-c0x00ffffff-no-rj,Sampson Boat Co,https://www.youtube.com/,445K subscribers,155 video,,"Jun 15, 2017",https://www.youtube.com/@SampsonBoatCo/about
