Avatar,Channel Name,Channel Link,Description,Subscriber Count,Video Link,joined
https://yt3.googleusercontent.com/ytc/AGIKgqPoo62ZkbdDz4Z0MPaaCWAUqY8_MObU7flsljNGIg=s176-c-k-c0x00ffffff-no-rj,Sampson Boat Co,@SampsonBoatCo,445K subscribers,155,,"Jun 15, 2017"
